Day,Month,Year,Humidity,State,Suburb,location,Windspeed,Date Time
8,10,2013,69.0,VIC,Bendigo,Greater Bendigo,22,2013-10-08
9,10,2013,63.0,VIC,Bendigo,Greater Bendigo,13,2013-10-09
10,10,2013,57.0,VIC,Bendigo,Greater Bendigo,4,2013-10-10
11,10,2013,73.0,VIC,Bendigo,Greater Bendigo,17,2013-10-11
12,10,2013,66.0,VIC,Bendigo,Greater Bendigo,7,2013-10-12
13,10,2013,66.0,VIC,Bendigo,Greater Bendigo,19,2013-10-13
14,10,2013,89.0,VIC,Bendigo,Greater Bendigo,13,2013-10-14
15,10,2013,75.0,VIC,Bendigo,Greater Bendigo,16,2013-10-15
16,10,2013,40.0,VIC,Bendigo,Greater Bendigo,22,2013-10-16
17,10,2013,69.0,VIC,Bendigo,Greater Bendigo,26,2013-10-17
18,10,2013,71.0,VIC,Bendigo,Greater Bendigo,9,2013-10-18
19,10,2013,45.0,VIC,Bendigo,Greater Bendigo,11,2013-10-19
20,10,2013,44.0,VIC,Bendigo,Greater Bendigo,9,2013-10-20
21,10,2013,53.0,VIC,Bendigo,Greater Bendigo,15,2013-10-21
22,10,2013,70.0,VIC,Bendigo,Greater Bendigo,20,2013-10-22
23,10,2013,83.0,VIC,Bendigo,Greater Bendigo,28,2013-10-23
24,10,2013,66.0,VIC,Bendigo,Greater Bendigo,22,2013-10-24
25,10,2013,72.0,VIC,Bendigo,Greater Bendigo,11,2013-10-25
26,10,2013,67.0,VIC,Bendigo,Greater Bendigo,20,2013-10-26
27,10,2013,73.0,VIC,Bendigo,Greater Bendigo,11,2013-10-27
28,10,2013,86.0,VIC,Bendigo,Greater Bendigo,13,2013-10-28
29,10,2013,59.0,VIC,Bendigo,Greater Bendigo,30,2013-10-29
30,10,2013,65.0,VIC,Bendigo,Greater Bendigo,17,2013-10-30
31,10,2013,65.0,VIC,Bendigo,Greater Bendigo,20,2013-10-31
1,11,2013,47.0,VIC,Bendigo,Greater Bendigo,0,2013-11-01
2,11,2013,54.0,VIC,Bendigo,Greater Bendigo,9,2013-11-02
3,11,2013,53.0,VIC,Bendigo,Greater Bendigo,30,2013-11-03
4,11,2013,59.0,VIC,Bendigo,Greater Bendigo,19,2013-11-04
5,11,2013,56.0,VIC,Bendigo,Greater Bendigo,13,2013-11-05
6,11,2013,39.0,VIC,Bendigo,Greater Bendigo,11,2013-11-06
7,11,2013,43.0,VIC,Bendigo,Greater Bendigo,11,2013-11-07
8,11,2013,68.0,VIC,Bendigo,Greater Bendigo,6,2013-11-08
9,11,2013,67.0,VIC,Bendigo,Greater Bendigo,26,2013-11-09
10,11,2013,61.0,VIC,Bendigo,Greater Bendigo,22,2013-11-10
11,11,2013,55.0,VIC,Bendigo,Greater Bendigo,22,2013-11-11
12,11,2013,87.0,VIC,Bendigo,Greater Bendigo,17,2013-11-12
13,11,2013,80.0,VIC,Bendigo,Greater Bendigo,20,2013-11-13
14,11,2013,73.0,VIC,Bendigo,Greater Bendigo,17,2013-11-14
15,11,2013,64.0,VIC,Bendigo,Greater Bendigo,20,2013-11-15
16,11,2013,62.0,VIC,Bendigo,Greater Bendigo,22,2013-11-16
17,11,2013,56.0,VIC,Bendigo,Greater Bendigo,11,2013-11-17
18,11,2013,57.0,VIC,Bendigo,Greater Bendigo,7,2013-11-18
19,11,2013,43.0,VIC,Bendigo,Greater Bendigo,11,2013-11-19
20,11,2013,61.0,VIC,Bendigo,Greater Bendigo,20,2013-11-20
21,11,2013,73.0,VIC,Bendigo,Greater Bendigo,9,2013-11-21
22,11,2013,65.0,VIC,Bendigo,Greater Bendigo,15,2013-11-22
23,11,2013,79.0,VIC,Bendigo,Greater Bendigo,15,2013-11-23
24,11,2013,63.0,VIC,Bendigo,Greater Bendigo,19,2013-11-24
25,11,2013,60.0,VIC,Bendigo,Greater Bendigo,26,2013-11-25
26,11,2013,48.0,VIC,Bendigo,Greater Bendigo,17,2013-11-26
27,11,2013,41.0,VIC,Bendigo,Greater Bendigo,11,2013-11-27
28,11,2013,37.0,VIC,Bendigo,Greater Bendigo,0,2013-11-28
29,11,2013,65.0,VIC,Bendigo,Greater Bendigo,28,2013-11-29
30,11,2013,56.0,VIC,Bendigo,Greater Bendigo,26,2013-11-30
1,12,2013,51.0,VIC,Bendigo,Greater Bendigo,19,2013-12-01
2,12,2013,30.0,VIC,Bendigo,Greater Bendigo,24,2013-12-02
3,12,2013,28.0,VIC,Bendigo,Greater Bendigo,17,2013-12-03
4,12,2013,93.0,VIC,Bendigo,Greater Bendigo,15,2013-12-04
5,12,2013,68.0,VIC,Bendigo,Greater Bendigo,19,2013-12-05
6,12,2013,69.0,VIC,Bendigo,Greater Bendigo,20,2013-12-06
7,12,2013,66.0,VIC,Bendigo,Greater Bendigo,9,2013-12-07
8,12,2013,46.0,VIC,Bendigo,Greater Bendigo,17,2013-12-08
9,12,2013,50.0,VIC,Bendigo,Greater Bendigo,11,2013-12-09
10,12,2013,66.0,VIC,Bendigo,Greater Bendigo,15,2013-12-10
11,12,2013,66.0,VIC,Bendigo,Greater Bendigo,26,2013-12-11
12,12,2013,63.0,VIC,Bendigo,Greater Bendigo,13,2013-12-12
13,12,2013,69.0,VIC,Bendigo,Greater Bendigo,15,2013-12-13
14,12,2013,54.0,VIC,Bendigo,Greater Bendigo,22,2013-12-14
15,12,2013,57.0,VIC,Bendigo,Greater Bendigo,15,2013-12-15
16,12,2013,62.0,VIC,Bendigo,Greater Bendigo,15,2013-12-16
17,12,2013,53.0,VIC,Bendigo,Greater Bendigo,13,2013-12-17
18,12,2013,42.0,VIC,Bendigo,Greater Bendigo,15,2013-12-18
19,12,2013,43.0,VIC,Bendigo,Greater Bendigo,11,2013-12-19
20,12,2013,33.0,VIC,Bendigo,Greater Bendigo,4,2013-12-20
21,12,2013,55.0,VIC,Bendigo,Greater Bendigo,19,2013-12-21
22,12,2013,56.0,VIC,Bendigo,Greater Bendigo,9,2013-12-22
23,12,2013,87.0,VIC,Bendigo,Greater Bendigo,15,2013-12-23
24,12,2013,61.0,VIC,Bendigo,Greater Bendigo,13,2013-12-24
25,12,2013,47.0,VIC,Bendigo,Greater Bendigo,6,2013-12-25
26,12,2013,43.0,VIC,Bendigo,Greater Bendigo,15,2013-12-26
27,12,2013,67.0,VIC,Bendigo,Greater Bendigo,17,2013-12-27
28,12,2013,50.0,VIC,Bendigo,Greater Bendigo,13,2013-12-28
29,12,2013,46.0,VIC,Bendigo,Greater Bendigo,26,2013-12-29
30,12,2013,55.0,VIC,Bendigo,Greater Bendigo,13,2013-12-30
31,12,2013,52.0,VIC,Bendigo,Greater Bendigo,11,2013-12-31
1,1,2014,43.0,VIC,Bendigo,Greater Bendigo,20,2014-01-01
2,1,2014,69.0,VIC,Bendigo,Greater Bendigo,15,2014-01-02
3,1,2014,59.0,VIC,Bendigo,Greater Bendigo,7,2014-01-03
4,1,2014,61.0,VIC,Bendigo,Greater Bendigo,19,2014-01-04
5,1,2014,52.0,VIC,Bendigo,Greater Bendigo,15,2014-01-05
6,1,2014,52.0,VIC,Bendigo,Greater Bendigo,28,2014-01-06
7,1,2014,50.0,VIC,Bendigo,Greater Bendigo,30,2014-01-07
8,1,2014,50.0,VIC,Bendigo,Greater Bendigo,15,2014-01-08
9,1,2014,47.0,VIC,Bendigo,Greater Bendigo,20,2014-01-09
10,1,2014,62.0,VIC,Bendigo,Greater Bendigo,17,2014-01-10
11,1,2014,45.0,VIC,Bendigo,Greater Bendigo,2,2014-01-11
12,1,2014,53.0,VIC,Bendigo,Greater Bendigo,22,2014-01-12
13,1,2014,34.0,VIC,Bendigo,Greater Bendigo,15,2014-01-13
14,1,2014,30.0,VIC,Bendigo,Greater Bendigo,17,2014-01-14
15,1,2014,37.0,VIC,Bendigo,Greater Bendigo,7,2014-01-15
16,1,2014,28.0,VIC,Bendigo,Greater Bendigo,13,2014-01-16
17,1,2014,21.0,VIC,Bendigo,Greater Bendigo,15,2014-01-17
18,1,2014,45.0,VIC,Bendigo,Greater Bendigo,13,2014-01-18
19,1,2014,58.0,VIC,Bendigo,Greater Bendigo,22,2014-01-19
20,1,2014,60.0,VIC,Bendigo,Greater Bendigo,26,2014-01-20
21,1,2014,63.0,VIC,Bendigo,Greater Bendigo,24,2014-01-21
22,1,2014,61.0,VIC,Bendigo,Greater Bendigo,24,2014-01-22
23,1,2014,54.0,VIC,Bendigo,Greater Bendigo,22,2014-01-23
24,1,2014,88.0,VIC,Bendigo,Greater Bendigo,0,2014-01-24
25,1,2014,56.0,VIC,Bendigo,Greater Bendigo,26,2014-01-25
26,1,2014,58.0,VIC,Bendigo,Greater Bendigo,22,2014-01-26
27,1,2014,51.0,VIC,Bendigo,Greater Bendigo,13,2014-01-27
28,1,2014,34.0,VIC,Bendigo,Greater Bendigo,17,2014-01-28
29,1,2014,63.0,VIC,Bendigo,Greater Bendigo,24,2014-01-29
30,1,2014,60.0,VIC,Bendigo,Greater Bendigo,11,2014-01-30
31,1,2014,43.0,VIC,Bendigo,Greater Bendigo,13,2014-01-31
1,2,2014,40.0,VIC,Bendigo,Greater Bendigo,9,2014-02-01
2,2,2014,11.0,VIC,Bendigo,Greater Bendigo,13,2014-02-02
3,2,2014,28.0,VIC,Bendigo,Greater Bendigo,15,2014-02-03
4,2,2014,45.0,VIC,Bendigo,Greater Bendigo,31,2014-02-04
5,2,2014,51.0,VIC,Bendigo,Greater Bendigo,17,2014-02-05
6,2,2014,46.0,VIC,Bendigo,Greater Bendigo,24,2014-02-06
7,2,2014,36.0,VIC,Bendigo,Greater Bendigo,11,2014-02-07
8,2,2014,38.0,VIC,Bendigo,Greater Bendigo,7,2014-02-08
9,2,2014,17.0,VIC,Bendigo,Greater Bendigo,28,2014-02-09
10,2,2014,56.0,VIC,Bendigo,Greater Bendigo,22,2014-02-10
11,2,2014,46.0,VIC,Bendigo,Greater Bendigo,13,2014-02-11
12,2,2014,44.0,VIC,Bendigo,Greater Bendigo,9,2014-02-12
13,2,2014,46.0,VIC,Bendigo,Greater Bendigo,0,2014-02-13
14,2,2014,51.0,VIC,Bendigo,Greater Bendigo,0,2014-02-14
15,2,2014,99.0,VIC,Bendigo,Greater Bendigo,6,2014-02-15
16,2,2014,69.0,VIC,Bendigo,Greater Bendigo,20,2014-02-16
17,2,2014,76.0,VIC,Bendigo,Greater Bendigo,15,2014-02-17
18,2,2014,53.0,VIC,Bendigo,Greater Bendigo,9,2014-02-18
19,2,2014,75.0,VIC,Bendigo,Greater Bendigo,6,2014-02-19
20,2,2014,76.0,VIC,Bendigo,Greater Bendigo,19,2014-02-20
21,2,2014,67.0,VIC,Bendigo,Greater Bendigo,15,2014-02-21
22,2,2014,62.0,VIC,Bendigo,Greater Bendigo,28,2014-02-22
23,2,2014,56.0,VIC,Bendigo,Greater Bendigo,17,2014-02-23
24,2,2014,52.0,VIC,Bendigo,Greater Bendigo,15,2014-02-24
25,2,2014,52.0,VIC,Bendigo,Greater Bendigo,9,2014-02-25
26,2,2014,63.0,VIC,Bendigo,Greater Bendigo,17,2014-02-26
27,2,2014,63.0,VIC,Bendigo,Greater Bendigo,24,2014-02-27
28,2,2014,59.0,VIC,Bendigo,Greater Bendigo,24,2014-02-28
1,3,2014,75.0,VIC,Bendigo,Greater Bendigo,13,2014-03-01
2,3,2014,74.0,VIC,Bendigo,Greater Bendigo,20,2014-03-02
3,3,2014,70.0,VIC,Bendigo,Greater Bendigo,11,2014-03-03
4,3,2014,58.0,VIC,Bendigo,Greater Bendigo,15,2014-03-04
5,3,2014,82.0,VIC,Bendigo,Greater Bendigo,7,2014-03-05
6,3,2014,63.0,VIC,Bendigo,Greater Bendigo,19,2014-03-06
7,3,2014,69.0,VIC,Bendigo,Greater Bendigo,9,2014-03-07
8,3,2014,72.0,VIC,Bendigo,Greater Bendigo,22,2014-03-08
9,3,2014,61.0,VIC,Bendigo,Greater Bendigo,7,2014-03-09
10,3,2014,56.0,VIC,Bendigo,Greater Bendigo,11,2014-03-10
11,3,2014,50.0,VIC,Bendigo,Greater Bendigo,9,2014-03-11
12,3,2014,72.0,VIC,Bendigo,Greater Bendigo,11,2014-03-12
13,3,2014,67.0,VIC,Bendigo,Greater Bendigo,17,2014-03-13
14,3,2014,66.0,VIC,Bendigo,Greater Bendigo,9,2014-03-14
15,3,2014,45.0,VIC,Bendigo,Greater Bendigo,0,2014-03-15
16,3,2014,85.0,VIC,Bendigo,Greater Bendigo,15,2014-03-16
17,3,2014,73.0,VIC,Bendigo,Greater Bendigo,17,2014-03-17
18,3,2014,85.0,VIC,Bendigo,Greater Bendigo,6,2014-03-18
19,3,2014,66.0,VIC,Bendigo,Greater Bendigo,13,2014-03-19
20,3,2014,70.0,VIC,Bendigo,Greater Bendigo,15,2014-03-20
21,3,2014,53.0,VIC,Bendigo,Greater Bendigo,0,2014-03-21
22,3,2014,68.0,VIC,Bendigo,Greater Bendigo,24,2014-03-22
23,3,2014,72.0,VIC,Bendigo,Greater Bendigo,11,2014-03-23
24,3,2014,75.0,VIC,Bendigo,Greater Bendigo,15,2014-03-24
25,3,2014,82.0,VIC,Bendigo,Greater Bendigo,20,2014-03-25
26,3,2014,67.0,VIC,Bendigo,Greater Bendigo,15,2014-03-26
27,3,2014,98.0,VIC,Bendigo,Greater Bendigo,9,2014-03-27
28,3,2014,94.0,VIC,Bendigo,Greater Bendigo,7,2014-03-28
29,3,2014,84.0,VIC,Bendigo,Greater Bendigo,7,2014-03-29
30,3,2014,90.0,VIC,Bendigo,Greater Bendigo,6,2014-03-30
31,3,2014,83.0,VIC,Bendigo,Greater Bendigo,9,2014-03-31
1,4,2014,75.0,VIC,Bendigo,Greater Bendigo,9,2014-04-01
2,4,2014,65.0,VIC,Bendigo,Greater Bendigo,11,2014-04-02
3,4,2014,73.0,VIC,Bendigo,Greater Bendigo,15,2014-04-03
4,4,2014,72.0,VIC,Bendigo,Greater Bendigo,26,2014-04-04
5,4,2014,80.0,VIC,Bendigo,Greater Bendigo,22,2014-04-05
6,4,2014,69.0,VIC,Bendigo,Greater Bendigo,15,2014-04-06
7,4,2014,67.0,VIC,Bendigo,Greater Bendigo,15,2014-04-07
8,4,2014,68.0,VIC,Bendigo,Greater Bendigo,13,2014-04-08
9,4,2014,98.0,VIC,Bendigo,Greater Bendigo,13,2014-04-09
10,4,2014,98.0,VIC,Bendigo,Greater Bendigo,11,2014-04-10
11,4,2014,76.0,VIC,Bendigo,Greater Bendigo,22,2014-04-11
12,4,2014,73.0,VIC,Bendigo,Greater Bendigo,20,2014-04-12
13,4,2014,70.0,VIC,Bendigo,Greater Bendigo,15,2014-04-13
14,4,2014,66.0,VIC,Bendigo,Greater Bendigo,19,2014-04-14
15,4,2014,65.0,VIC,Bendigo,Greater Bendigo,17,2014-04-15
16,4,2014,74.0,VIC,Bendigo,Greater Bendigo,6,2014-04-16
17,4,2014,75.0,VIC,Bendigo,Greater Bendigo,7,2014-04-17
18,4,2014,81.0,VIC,Bendigo,Greater Bendigo,0,2014-04-18
19,4,2014,66.0,VIC,Bendigo,Greater Bendigo,15,2014-04-19
20,4,2014,72.0,VIC,Bendigo,Greater Bendigo,0,2014-04-20
21,4,2014,70.0,VIC,Bendigo,Greater Bendigo,7,2014-04-21
22,4,2014,90.0,VIC,Bendigo,Greater Bendigo,11,2014-04-22
23,4,2014,75.0,VIC,Bendigo,Greater Bendigo,2,2014-04-23
24,4,2014,70.0,VIC,Bendigo,Greater Bendigo,6,2014-04-24
25,4,2014,65.0,VIC,Bendigo,Greater Bendigo,11,2014-04-25
26,4,2014,62.0,VIC,Bendigo,Greater Bendigo,11,2014-04-26
27,4,2014,64.0,VIC,Bendigo,Greater Bendigo,22,2014-04-27
28,4,2014,74.0,VIC,Bendigo,Greater Bendigo,6,2014-04-28
29,4,2014,75.0,VIC,Bendigo,Greater Bendigo,13,2014-04-29
30,4,2014,83.0,VIC,Bendigo,Greater Bendigo,15,2014-04-30
1,5,2014,76.0,VIC,Bendigo,Greater Bendigo,0,2014-05-01
2,5,2014,87.0,VIC,Bendigo,Greater Bendigo,17,2014-05-02
3,5,2014,89.0,VIC,Bendigo,Greater Bendigo,6,2014-05-03
4,5,2014,71.0,VIC,Bendigo,Greater Bendigo,19,2014-05-04
5,5,2014,74.0,VIC,Bendigo,Greater Bendigo,13,2014-05-05
6,5,2014,68.0,VIC,Bendigo,Greater Bendigo,13,2014-05-06
7,5,2014,67.0,VIC,Bendigo,Greater Bendigo,19,2014-05-07
8,5,2014,63.0,VIC,Bendigo,Greater Bendigo,11,2014-05-08
9,5,2014,76.0,VIC,Bendigo,Greater Bendigo,6,2014-05-09
10,5,2014,99.0,VIC,Bendigo,Greater Bendigo,4,2014-05-10
11,5,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-05-11
12,5,2014,88.0,VIC,Bendigo,Greater Bendigo,11,2014-05-12
13,5,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-05-13
14,5,2014,86.0,VIC,Bendigo,Greater Bendigo,6,2014-05-14
15,5,2014,91.0,VIC,Bendigo,Greater Bendigo,9,2014-05-15
16,5,2014,80.0,VIC,Bendigo,Greater Bendigo,2,2014-05-16
17,5,2014,84.0,VIC,Bendigo,Greater Bendigo,7,2014-05-17
18,5,2014,87.0,VIC,Bendigo,Greater Bendigo,2,2014-05-18
19,5,2014,90.0,VIC,Bendigo,Greater Bendigo,0,2014-05-19
20,5,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-05-20
21,5,2014,94.0,VIC,Bendigo,Greater Bendigo,0,2014-05-21
22,5,2014,92.0,VIC,Bendigo,Greater Bendigo,0,2014-05-22
23,5,2014,93.0,VIC,Bendigo,Greater Bendigo,0,2014-05-23
24,5,2014,98.0,VIC,Bendigo,Greater Bendigo,0,2014-05-24
25,5,2014,99.0,VIC,Bendigo,Greater Bendigo,7,2014-05-25
26,5,2014,99.0,VIC,Bendigo,Greater Bendigo,9,2014-05-26
27,5,2014,98.0,VIC,Bendigo,Greater Bendigo,19,2014-05-27
28,5,2014,95.0,VIC,Bendigo,Greater Bendigo,13,2014-05-28
29,5,2014,94.0,VIC,Bendigo,Greater Bendigo,11,2014-05-29
30,5,2014,84.0,VIC,Bendigo,Greater Bendigo,9,2014-05-30
31,5,2014,87.0,VIC,Bendigo,Greater Bendigo,11,2014-05-31
1,6,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-06-01
2,6,2014,92.0,VIC,Bendigo,Greater Bendigo,9,2014-06-02
3,6,2014,90.0,VIC,Bendigo,Greater Bendigo,13,2014-06-03
4,6,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-06-04
5,6,2014,98.0,VIC,Bendigo,Greater Bendigo,0,2014-06-05
6,6,2014,80.0,VIC,Bendigo,Greater Bendigo,9,2014-06-06
7,6,2014,98.0,VIC,Bendigo,Greater Bendigo,19,2014-06-07
8,6,2014,84.0,VIC,Bendigo,Greater Bendigo,9,2014-06-08
9,6,2014,75.0,VIC,Bendigo,Greater Bendigo,19,2014-06-09
10,6,2014,94.0,VIC,Bendigo,Greater Bendigo,9,2014-06-10
11,6,2014,93.0,VIC,Bendigo,Greater Bendigo,7,2014-06-11
12,6,2014,93.0,VIC,Bendigo,Greater Bendigo,9,2014-06-12
13,6,2014,99.0,VIC,Bendigo,Greater Bendigo,9,2014-06-13
14,6,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-06-14
15,6,2014,90.0,VIC,Bendigo,Greater Bendigo,11,2014-06-15
16,6,2014,98.0,VIC,Bendigo,Greater Bendigo,11,2014-06-16
17,6,2014,93.0,VIC,Bendigo,Greater Bendigo,4,2014-06-17
18,6,2014,71.0,VIC,Bendigo,Greater Bendigo,4,2014-06-18
19,6,2014,99.0,VIC,Bendigo,Greater Bendigo,15,2014-06-19
20,6,2014,99.0,VIC,Bendigo,Greater Bendigo,7,2014-06-20
21,6,2014,99.0,VIC,Bendigo,Greater Bendigo,9,2014-06-21
22,6,2014,99.0,VIC,Bendigo,Greater Bendigo,7,2014-06-22
23,6,2014,79.0,VIC,Bendigo,Greater Bendigo,28,2014-06-23
24,6,2014,95.0,VIC,Bendigo,Greater Bendigo,30,2014-06-24
25,6,2014,91.0,VIC,Bendigo,Greater Bendigo,7,2014-06-25
26,6,2014,81.0,VIC,Bendigo,Greater Bendigo,24,2014-06-26
27,6,2014,90.0,VIC,Bendigo,Greater Bendigo,11,2014-06-27
28,6,2014,90.0,VIC,Bendigo,Greater Bendigo,24,2014-06-28
29,6,2014,93.0,VIC,Bendigo,Greater Bendigo,20,2014-06-29
30,6,2014,95.0,VIC,Bendigo,Greater Bendigo,9,2014-06-30
1,7,2014,99.0,VIC,Bendigo,Greater Bendigo,7,2014-07-01
2,7,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-07-02
3,7,2014,99.0,VIC,Bendigo,Greater Bendigo,3,2014-07-03
4,7,2014,99.0,VIC,Bendigo,Greater Bendigo,13,2014-07-04
5,7,2014,92.0,VIC,Bendigo,Greater Bendigo,17,2014-07-05
6,7,2014,99.0,VIC,Bendigo,Greater Bendigo,13,2014-07-06
7,7,2014,99.0,VIC,Bendigo,Greater Bendigo,0,2014-07-07
8,7,2014,88.0,VIC,Bendigo,Greater Bendigo,17,2014-07-08
9,7,2014,93.0,VIC,Bendigo,Greater Bendigo,15,2014-07-09
10,7,2014,99.0,VIC,Bendigo,Greater Bendigo,13,2014-07-10
11,7,2014,99.0,VIC,Bendigo,Greater Bendigo,15,2014-07-11
12,7,2014,86.0,VIC,Bendigo,Greater Bendigo,19,2014-07-12
13,7,2014,90.0,VIC,Bendigo,Greater Bendigo,16,2014-07-13
14,7,2014,97.0,VIC,Bendigo,Greater Bendigo,13,2014-07-14
15,7,2014,98.0,VIC,Bendigo,Greater Bendigo,11,2014-07-15
16,7,2014,99.0,VIC,Bendigo,Greater Bendigo,11,2014-07-16
17,7,2014,88.0,VIC,Bendigo,Greater Bendigo,22,2014-07-17
18,7,2014,78.0,VIC,Bendigo,Greater Bendigo,15,2014-07-18
19,7,2014,91.0,VIC,Bendigo,Greater Bendigo,11,2014-07-19
20,7,2014,99.0,VIC,Bendigo,Greater Bendigo,13,2014-07-20
21,7,2014,99.0,VIC,Bendigo,Greater Bendigo,6,2014-07-21
22,7,2014,99.0,VIC,Bendigo,Greater Bendigo,9,2014-07-22
23,7,2014,99.0,VIC,Bendigo,Greater Bendigo,14,2014-07-23
24,7,2014,99.0,VIC,Bendigo,Greater Bendigo,11,2014-07-24
25,7,2014,92.0,VIC,Bendigo,Greater Bendigo,15,2014-07-25
26,7,2014,98.0,VIC,Bendigo,Greater Bendigo,7,2014-07-26
27,7,2014,99.0,VIC,Bendigo,Greater Bendigo,6,2014-07-27
28,7,2014,99.0,VIC,Bendigo,Greater Bendigo,9,2014-07-28
29,7,2014,80.0,VIC,Bendigo,Greater Bendigo,24,2014-07-29
30,7,2014,98.0,VIC,Bendigo,Greater Bendigo,20,2014-07-30
31,7,2014,73.0,VIC,Bendigo,Greater Bendigo,28,2014-07-31
1,8,2014,91.0,VIC,Bendigo,Greater Bendigo,17,2014-08-01
2,8,2014,80.0,VIC,Bendigo,Greater Bendigo,13,2014-08-02
3,8,2014,93.0,VIC,Bendigo,Greater Bendigo,9,2014-08-03
4,8,2014,94.0,VIC,Bendigo,Greater Bendigo,14,2014-08-04
5,8,2014,92.0,VIC,Bendigo,Greater Bendigo,18,2014-08-05
6,8,2014,69.0,VIC,Bendigo,Greater Bendigo,15,2014-08-06
7,8,2014,99.0,VIC,Bendigo,Greater Bendigo,7,2014-08-07
8,8,2014,92.0,VIC,Bendigo,Greater Bendigo,0,2014-08-08
9,8,2014,90.0,VIC,Bendigo,Greater Bendigo,4,2014-08-09
10,8,2014,79.0,VIC,Bendigo,Greater Bendigo,20,2014-08-10
11,8,2014,81.0,VIC,Bendigo,Greater Bendigo,11,2014-08-11
12,8,2014,79.0,VIC,Bendigo,Greater Bendigo,15,2014-08-12
13,8,2014,71.0,VIC,Bendigo,Greater Bendigo,12,2014-08-13
14,8,2014,82.0,VIC,Bendigo,Greater Bendigo,15,2014-08-14
15,8,2014,82.0,VIC,Bendigo,Greater Bendigo,0,2014-08-15
16,8,2014,81.0,VIC,Bendigo,Greater Bendigo,19,2014-08-16
17,8,2014,76.0,VIC,Bendigo,Greater Bendigo,28,2014-08-17
18,8,2014,70.0,VIC,Bendigo,Greater Bendigo,30,2014-08-18
19,8,2014,73.0,VIC,Bendigo,Greater Bendigo,28,2014-08-19
20,8,2014,69.0,VIC,Bendigo,Greater Bendigo,19,2014-08-20
21,8,2014,79.0,VIC,Bendigo,Greater Bendigo,9,2014-08-21
22,8,2014,80.0,VIC,Bendigo,Greater Bendigo,9,2014-08-22
23,8,2014,83.0,VIC,Bendigo,Greater Bendigo,6,2014-08-23
24,8,2014,81.0,VIC,Bendigo,Greater Bendigo,17,2014-08-24
25,8,2014,89.0,VIC,Bendigo,Greater Bendigo,20,2014-08-25
26,8,2014,74.0,VIC,Bendigo,Greater Bendigo,15,2014-08-26
27,8,2014,74.0,VIC,Bendigo,Greater Bendigo,0,2014-08-27
28,8,2014,66.0,VIC,Bendigo,Greater Bendigo,13,2014-08-28
29,8,2014,75.0,VIC,Bendigo,Greater Bendigo,4,2014-08-29
30,8,2014,81.0,VIC,Bendigo,Greater Bendigo,9,2014-08-30
31,8,2014,81.0,VIC,Bendigo,Greater Bendigo,9,2014-08-31
1,9,2014,75.0,VIC,Bendigo,Greater Bendigo,6,2014-09-01
2,9,2014,79.0,VIC,Bendigo,Greater Bendigo,17,2014-09-02
3,9,2014,68.0,VIC,Bendigo,Greater Bendigo,13,2014-09-03
4,9,2014,70.0,VIC,Bendigo,Greater Bendigo,17,2014-09-04
5,9,2014,76.0,VIC,Bendigo,Greater Bendigo,19,2014-09-05
6,9,2014,70.0,VIC,Bendigo,Greater Bendigo,7,2014-09-06
7,9,2014,67.0,VIC,Bendigo,Greater Bendigo,19,2014-09-07
8,9,2014,73.0,VIC,Bendigo,Greater Bendigo,20,2014-09-08
9,9,2014,90.0,VIC,Bendigo,Greater Bendigo,24,2014-09-09
10,9,2014,76.0,VIC,Bendigo,Greater Bendigo,9,2014-09-10
11,9,2014,85.0,VIC,Bendigo,Greater Bendigo,20,2014-09-11
12,9,2014,70.0,VIC,Bendigo,Greater Bendigo,11,2014-09-12
13,9,2014,70.0,VIC,Bendigo,Greater Bendigo,9,2014-09-13
14,9,2014,68.0,VIC,Bendigo,Greater Bendigo,7,2014-09-14
15,9,2014,74.0,VIC,Bendigo,Greater Bendigo,13,2014-09-15
16,9,2014,76.0,VIC,Bendigo,Greater Bendigo,26,2014-09-16
17,9,2014,71.0,VIC,Bendigo,Greater Bendigo,24,2014-09-17
18,9,2014,72.0,VIC,Bendigo,Greater Bendigo,20,2014-09-18
19,9,2014,67.0,VIC,Bendigo,Greater Bendigo,14,2014-09-19
20,9,2014,57.0,VIC,Bendigo,Greater Bendigo,13,2014-09-20
21,9,2014,67.0,VIC,Bendigo,Greater Bendigo,20,2014-09-21
22,9,2014,61.0,VIC,Bendigo,Greater Bendigo,9,2014-09-22
23,9,2014,55.0,VIC,Bendigo,Greater Bendigo,7,2014-09-23
24,9,2014,52.0,VIC,Bendigo,Greater Bendigo,13,2014-09-24
25,9,2014,75.0,VIC,Bendigo,Greater Bendigo,15,2014-09-25
26,9,2014,74.0,VIC,Bendigo,Greater Bendigo,17,2014-09-26
27,9,2014,66.0,VIC,Bendigo,Greater Bendigo,0,2014-09-27
28,9,2014,64.0,VIC,Bendigo,Greater Bendigo,17,2014-09-28
29,9,2014,66.0,VIC,Bendigo,Greater Bendigo,2,2014-09-29
30,9,2014,69.0,VIC,Bendigo,Greater Bendigo,13,2014-09-30
